,index,src_event_index,src_id,src_text,src_semantic_rep,src_file_name,src_class,src_type,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_fillable_neighbor,src_neighbors,src_label,src_activity,src_atm_neighbor,src_app,target_event_index,target_id,target_text,target_semantic_rep,target_file_name,target_class,target_type,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_fillable_neighbor,target_neighbors,target_label,target_activity,target_atm_neighbor,target_app,predict_score_temdroid
1267,1267,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,2,set deadline,deadline,Deadline,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3,-0.028997257
1268,1268,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,2,priority spinner,normal,Normal priority_spinner,,android.widget.TextView,clickable,,,,,,,wrong,ui main activity,,Shop4-Shop3,-0.007897232
1269,1269,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,2,list note,,list_notes Priority,,android.widget.EditText,fillable,,,note,,,Priority Priority,wrong,ui main activity,,Shop4-Shop3,0.00497666
1270,1270,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,2,button,cancel,,,android.widget.Button,clickable,,,,,,,wrong,ui main activity,,Shop4-Shop3,0.016728336
1271,1271,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,2,button,okay,Okay,,android.widget.Button,clickable,,,,,,,wrong,ui main activity,,Shop4-Shop3,-0.001378785
1272,1272,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,3,list name,list,list_name,,android.widget.EditText,fillable,,,shopping list name,,,,wrong,ui main activity,,Shop4-Shop3,0.04254327
1273,1273,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,3,input counter,,5 / 40,,android.widget.TextView,label,,,shopping list name,list,,,wrong,ui main activity,,Shop4-Shop3,-0.007897232
1274,1274,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,3,list note,,list_notes Priority,,android.widget.EditText,fillable,,,note,,,Priority Priority,wrong,ui main activity,priority,Shop4-Shop3,0.087138556
1275,1275,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,4,fab new product,,ic_input_add fab_new_product,ic input add,android.widget.ImageButton,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3,-0.002669197
1276,1276,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,4,,list,list1,,android.widget.TextView,label,,,,,,,wrong,ui product activity,,Shop4-Shop3,0.16267161
1277,1277,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,4,imageview search,,Search imageview_search,,android.widget.TextView,clickable,search,,,,,,wrong,ui product activity,,Shop4-Shop3,0.022953087
1278,1278,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,4,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,ui product activity,,Shop4-Shop3,-0.022481013
1279,1279,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,4,,list contain product,This list does not contain any products,,android.widget.TextView,label,,,,,,,wrong,ui product activity,,Shop4-Shop3,0.016728336
1280,1280,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,button,okay,Okay,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3,0.15519589
1281,1281,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,dialog title,new product,New Product,,android.widget.TextView,label,,,,,,,wrong,ui product activity,,Shop4-Shop3,0.22140178
1282,1282,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,product name,,product_name,,android.widget.EditText,fillable,,,product name,,,,wrong,ui product activity,,Shop4-Shop3,0.04254327
1283,1283,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,input counter,,0 / 40,,android.widget.TextView,label,,,product name,,,,wrong,ui product activity,,Shop4-Shop3,-0.060266875
1284,1284,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,product button minus,,-,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3,-0.010332792
1285,1285,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,product button plus,,+,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3,0.072351165
1286,1286,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,quantity,,quantity,,android.widget.EditText,fillable,,,qty,,,,wrong,ui product activity,,Shop4-Shop3,0.09051819
1287,1287,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,product price,,product_price,,android.widget.EditText,fillable,,,price,,,,wrong,ui product activity,,Shop4-Shop3,0.90730107
1288,1288,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,expand button,,ic_keyboard_arrow_down_white_48sp expand_button,ic keyboard arrow white sp,android.widget.ImageButton,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3,0.014746806
1289,1289,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,product note,,product_notes,,android.widget.EditText,fillable,,,note,,,,wrong,ui product activity,,Shop4-Shop3,0.00497666
1290,1290,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,5,button,cancel,,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3,0.04164154
1291,1291,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,7,product name,item,product_name,,android.widget.EditText,fillable,,,product name,,,,wrong,ui product activity,,Shop4-Shop3,0.04254327
1292,1292,1,title,new list,New list,,android.widget.TextView,clickable,,,,,,,correct,shopping activity,,Shop4,7,input counter,,5 / 40,,android.widget.TextView,label,,,product name,item,,,wrong,ui product activity,,Shop4-Shop3,
1293,1293,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,2,list name,,list_name,,android.widget.EditText,fillable,,,shopping list name,,,,correct,ui main activity,priority,Shop4-Shop3,0.9212911
1294,1294,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,0,btn skip,skip,Skip,,android.widget.Button,clickable,,,,,,,wrong,ui tutorial activity,,Shop4-Shop3,-0.03291163
1295,1295,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,0,view pager,welcome,Welcome,,android.widget.TextView,label,,,,,,,wrong,ui tutorial activity,,Shop4-Shop3,-0.018163303
1296,1296,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,0,,,â_¢,,android.widget.TextView,label,,,,,,,wrong,ui tutorial activity,,Shop4-Shop3,0.027407557
1297,1297,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,0,btn next,next,Next,,android.widget.Button,clickable,,,,,,,wrong,ui tutorial activity,,Shop4-Shop3,-0.047786806
1298,1298,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,1,fab new list,,ic_input_add fab_new_list,ic input add,android.widget.ImageButton,clickable,,,,,,,wrong,ui main activity,,Shop4-Shop3,-0.05265005
1299,1299,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,1,coordinator layout,shopping list,Shopping List,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3,-0.025907647
1300,1300,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,1,coordinator layout,,Open navigation drawer,,android.widget.ImageButton,clickable,open navigation drawer,,,,,,wrong,ui main activity,,Shop4-Shop3,0.007618033
1301,1301,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,2,dialog title,new list,New List,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3,0.008722749
1302,1302,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,2,input counter,,0 / 40,,android.widget.TextView,label,,,shopping list name,,,,wrong,ui main activity,,Shop4-Shop3,0.07926475
1303,1303,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,2,priority spinner content,priority,Priority,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3,0.06596486
1304,1304,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,2,set deadline,deadline,Deadline,,android.widget.TextView,label,,,,,,,wrong,ui main activity,,Shop4-Shop3,-0.010608693
1305,1305,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,2,priority spinner,normal,Normal priority_spinner,,android.widget.TextView,clickable,,,,,,,wrong,ui main activity,,Shop4-Shop3,-0.12299469
1306,1306,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,2,list note,,list_notes Priority,,android.widget.EditText,fillable,,,note,,,Priority Priority,wrong,ui main activity,,Shop4-Shop3,-0.017467992
1307,1307,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,2,button,cancel,,,android.widget.Button,clickable,,,,,,,wrong,ui main activity,,Shop4-Shop3,0.92501783
1308,1308,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,3,list name,list,list_name,,android.widget.EditText,fillable,,,shopping list name,,,,wrong,ui main activity,,Shop4-Shop3,0.008722749
1309,1309,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,3,input counter,,5 / 40,,android.widget.TextView,label,,,shopping list name,list,,,wrong,ui main activity,,Shop4-Shop3,-0.12299469
1310,1310,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,3,list note,,list_notes Priority,,android.widget.EditText,fillable,,,note,,,Priority Priority,wrong,ui main activity,priority,Shop4-Shop3,0.03555167
1311,1311,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,4,fab new product,,ic_input_add fab_new_product,ic input add,android.widget.ImageButton,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3,-0.04091299
1312,1312,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,4,,list,list1,,android.widget.TextView,label,,,,,,,wrong,ui product activity,,Shop4-Shop3,0.07173857
1313,1313,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,4,imageview search,,Search imageview_search,,android.widget.TextView,clickable,search,,,,,,wrong,ui product activity,,Shop4-Shop3,-0.1460352
1314,1314,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,4,,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,ui product activity,,Shop4-Shop3,-0.002763453
1315,1315,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,5,button,okay,Okay,,android.widget.Button,clickable,,,,,,,wrong,ui product activity,,Shop4-Shop3,0.1358339
1316,1316,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,5,dialog title,new product,New Product,,android.widget.TextView,label,,,,,,,wrong,ui product activity,,Shop4-Shop3,0.34777024
1317,1317,2,edittext,e g wishlist family list,e.g. wishlist family list Enter name of new shopping list,,android.widget.EditText,fillable,,,,,,Enter name of new shopping list Enter name of new shopping list,correct,shopping activity,,Shop4,5,product name,,product_name,,android.widget.EditText,fillable,,,product name,,,,wrong,ui product activity,,Shop4-Shop3,0.008722749
